IsExit,ExitReason,IsTDP,LiabilityCode,TotalHours,CourseMode,HighEdu,CoB,CALD,FacultyCode,DeptCode
0,NULL,1,R,36,Electronic/Online,514,Australia,N,BIA,MGT
0,NULL,0,FS,40,Standard,8,Australia,Y,EDL,SIT
0,NULL,1,VL,961,Standard,990,Australia,N,SCL,VCA
0,NULL,0,JU,1.5,Standard,514,Cambodia,Y,BGD,PRI
0,NULL,0,JU,2.5,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,50,Standard,511,Australia,N,BGD,PRI
1,W1,1,R,260.5704394,Standard,BDI,United States of America,N,SHS,NUR
1,W1,1,R,690,Standard,BDI,United States of America,N,SHS,NUR
1,N1,1,PR,454,Standard,8,Australia,N,SIT,ELT
1,,1,R,17.5,Standard,521,Malta,Y,SHS,COM
0,NULL,0,AM,35,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,DL,216,Standard,420,Australia,N,HED,MUC
0,NULL,1,DL,6.092307692,Standard,420,Australia,N,HED,MUC
0,NULL,1,R,800,Standard,990,Australia,N,SCL,VCE
0,NULL,1,LT,130,Standard,8,Australia,N,BIA,AFS
0,NULL,0,AM,157,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,AP,625,Standard,514,Iran,Y,BIA,MGT
1,W1,0,JU,30,Standard,8,Australia,N,BGD,PRI
0,NULL,1,R,807,Standard,990,Australia,N,SHS,HCS
0,NULL,1,FN,180,Standard,514,Australia,N,SIT,REF
0,NULL,1,RO,117.7440246,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,R,130.8533645,Standard,420,Australia,N,BIA,HAI
0,NULL,1,L,140,Standard,514,Australia,N,SIT,WOD
1,S1,1,L,160,Standard,8,Australia,N,SIT,REF
0,NULL,1,PR,360,Standard,8,Australia,N,SIT,ATL
0,NULL,1,DL,1201.553398,Standard,420,Sri Lanka,Y,HED,BEC
0,NULL,1,DL,106.7755102,Standard,420,Sri Lanka,Y,HED,BEC
1,E3,1,R,20,Standard,514,Australia,N,SHS,SAS
0,NULL,0,AM,265,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,P1,0,R,237.5,Electronic/Online,8,India,Y,CND,ETS
0,NULL,1,R,500.5803074,Standard,511,Afghanistan,Y,SHS,NUR
0,NULL,0,FG,34.16280674,Electronic/Online,8,Australia,N,CND,ETS
0,NULL,0,FI,56.21052632,Standard,BDI,Ireland,N,CND,ETS
0,NULL,1,L,400,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,367,Standard,521,Syria,Y,SCL,VCE
1,M1,1,R,3.333333333,Standard,420,Nepal,Y,SHS,HCS
0,NULL,0,FS,40,Standard,521,Philippines,Y,EDL,SIT
0,NULL,1,R,840,Standard,8,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,LT,130.8823529,Standard,514,India,Y,BIA,AFS
0,NULL,1,R,344.6197813,Standard,C4E,Germany,Y,SHS,COM
0,NULL,0,FG,32,Standard,8,Australia,N,BGD,DIT
0,NULL,0,JU,40.0621118,Standard,511,Australia,N,BGD,PRI
0,NULL,0,JU,40,Standard,511,Australia,N,BGD,PRI
1,W1,0,JU,14,Standard,410,Australia,N,BGD,PRI
0,NULL,1,VL,1080,Standard,990,Australia,N,SCL,VCA
0,NULL,0,JU,2.5,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,210,Standard,521,Australia,N,SIT,WOD
1,W1,1,L,475,Standard,514,Australia,N,BIA,AFS
1,W1,1,L,26.1,Standard,514,Australia,N,BIA,AFS
0,NULL,0,R,295,Standard,OTE,Burma (Myanmar),Y,SHS,HCS
0,NULL,1,R,269.8607605,Standard,521,Thailand,Y,SHS,SAS
0,NULL,0,JU,30,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,484,Standard,OTE,Australia,N,SIT,REF
0,NULL,1,L,8.774038462,Standard,OTE,Australia,N,SIT,REF
0,NULL,0,FG,32,Standard,8,India,Y,BGD,DIT
0,NULL,1,R,50,Standard,8,Australia,N,SHS,COM
1,W1,0,JU,2.5,Standard,521,Australia,N,BGD,PRI
0,NULL,0,JU,5,Standard,521,Australia,N,BGD,PRI
1,W1,1,LT,187,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
1,W1,1,LT,22.09069647,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,R,460,Standard,514,Australia,N,BIA,INF
1,Z8,1,L,205,Standard,8,Australia,N,BIA,AFS
1,Z8,1,L,128.246566,Standard,8,Australia,N,BIA,AFS
0,NULL,1,LT,66.22717816,Standard,8,England,N,SHS,HCS
0,NULL,1,GS,120,Standard,BDI,Vietnam,Y,SHS,HCS
0,NULL,0,R,107.1077283,Standard,BDI,Hong Kong (SAR of China),Y,CND,ETS
0,NULL,1,PR,318,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,334,Standard,521,Australia,N,SHS,SAS
0,NULL,1,R,188.997839,Standard,521,Australia,N,SHS,SAS
0,NULL,0,FS,4.398058252,Standard,8,Australia,N,BIA,AFS
0,NULL,0,JU,18,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,910,Standard,410,Australia,N,SHS,SAS
0,NULL,0,FS,12,Standard,8,China (excludes SARs and Taiwan),Y,SHS,NUR
0,NULL,1,L,365,Standard,120,China (excludes SARs and Taiwan),Y,SIT,ATL
0,NULL,0,R,60,Standard,521,Australia,N,CND,ETS
0,NULL,1,L,405,Standard,524,Australia,N,BIA,HAI
1,W1,0,JU,25,Standard,521,Australia,N,BGD,PRI
0,NULL,1,JP,286.1474127,Standard,BDI,"Korea, Republic of (South)",Y,SHS,NUR
0,NULL,0,R,330,Electronic/Online,C2E,Australia,N,CND,ETS
0,NULL,0,FS,90,Standard,BDI,India,Y,BIA,MGT
0,NULL,1,R,580,Standard,BDI,Japan,Y,SHS,COM
0,NULL,1,R,34.31555641,Standard,BDI,Japan,Y,SHS,COM
0,NULL,1,R,362.5,Electronic/Online,BAE,Australia,N,BIA,INF
0,NULL,0,FW,239.0177353,Standard,C3I,Australia,N,CND,ATT
0,NULL,1,R,190,Standard,511,Australia,N,BIA,INF
0,NULL,0,FS,15,Electronic/Online,8,Germany,Y,BIA,INF
0,NULL,0,FS,35.63975155,Standard,BDI,Sri Lanka,Y,BIA,INF
0,NULL,1,R,347.690998,Standard,990,Australia,N,SHS,COM
0,NULL,1,LT,20.98076923,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,GS,12.5,Standard,511,Australia,N,SHS,HCS
0,NULL,0,FS,15,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,BIA,INF
0,NULL,1,R,422.9032258,Standard,8,Australia,N,SHS,SAS
0,NULL,1,R,238.1593845,Standard,514,Australia,N,SHS,NUR
0,NULL,1,GS,67.91105029,Standard,524,Australia,N,SHS,HCS
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,VS,195,Standard,521,Australia,N,BIA,HAI
0,NULL,1,R,50.21515256,Standard,990,Australia,N,BIA,HAI
0,NULL,1,R,410.2574221,Standard,990,Australia,N,BIA,HAI
0,NULL,1,R,765,Standard,8,Australia,N,BIA,DES
0,NULL,1,R,450,Standard,BDI,India,Y,SHS,COM
0,NULL,1,R,200,Electronic/Online,514,Sri Lanka,Y,BIA,MGT
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,92.5,Electronic/Online,8,India,Y,BIA,INF
0,NULL,1,R,190,Standard,ADI,Sri Lanka,Y,BIA,INF
0,NULL,1,R,845,Standard,990,Not entered,Y,BIA,DES
0,NULL,0,FG,616,Standard,8,"Congo, Democratic Republic of",Y,BGD,DIT
0,NULL,0,FG,73,Electronic/Online,8,Australia,N,BGD,DIT
0,NULL,1,R,85,Electronic/Online,511,Australia,N,BIA,MGT
0,NULL,0,AM,218,Standard,ADI,Vietnam,Y,CND,AMP
1,W1,1,LT,60,Standard,8,Australia,Y,BIA,AFS
0,NULL,0,AM,265,Standard,BDI,Vietnam,Y,CND,AMP
0,NULL,1,R,800,Standard,990,Australia,N,SCL,VCE
0,NULL,0,JU,5,Standard,420,"United Kingdom, Channel Islands and Isle of Man",N,BGD,PRI
0,NULL,0,JU,15,Standard,8,Singapore,Y,BGD,PRI
0,NULL,0,JU,7,Standard,8,Singapore,Y,BGD,PRI
0,NULL,1,R,463,Standard,521,Australia,N,SHS,SAS
0,NULL,1,L,394,Standard,990,Australia,N,SIT,REF
0,NULL,1,L,5.939788446,Standard,990,Australia,N,SIT,REF
1,W1,1,R,328,Standard,514,Australia,N,SCL,VCE
1,W1,0,JU,15,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FG,5,Standard,8,Nepal,Y,BGD,DIT
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,AM,9,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,FI,131.3758145,Electronic/Online,511,Australia,N,SHS,HCS
1,W1,1,PR,8.5,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,625,Standard,514,Burma (Myanmar),Y,BIA,MGT
0,NULL,1,LT,252.042168,Standard,BDI,Iran,Y,SHS,HCS
0,NULL,1,FN,4,Standard,420,Australia,N,SIT,REF
0,NULL,0,AM,117,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FG,200,Standard,410,Australia,N,BGD,DIT
0,NULL,1,L,364,Standard,521,Australia,N,SIT,ELT
0,NULL,1,PR,60,Standard,420,Libya,Y,SIT,ATL
0,NULL,0,JU,7,Standard,521,Hong Kong (SAR of China),Y,BGD,PRI
0,NULL,1,R,550,Electronic/Online,420,Australia,N,BIA,MGT
0,NULL,1,0R,140,Standard,BDI,Pakistan,Y,BIA,AFS
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,R,160,Electronic/Online,8,Laos,Y,BIA,INF
0,NULL,0,AM,280,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,19.77103885,Standard,BDI,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,L,25,Standard,BDI,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,R,220,Standard,514,Australia,N,SHS,SAS
0,NULL,1,VL,1170,Standard,OTI,Australia,N,SCL,VCA
0,NULL,1,R,658,Standard,BDI,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,0,FS,4.441176471,Standard,511,Australia,N,BIA,AFS
0,NULL,1,DL,23.38461538,Standard,514,Australia,N,HED,MUC
0,NULL,1,DL,48,Standard,514,Australia,N,HED,MUC
0,NULL,1,R,415,Electronic/Online,200,Australia,N,BIA,MGT
0,NULL,1,R,550,Standard,524,Australia,N,SHS,DIS
0,NULL,0,AM,142,Standard,OTI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,R,330,Standard,410,Australia,N,CND,ETS
0,NULL,0,FS,110,Standard,BDI,Vietnam,Y,BIA,MGT
0,NULL,1,L,465,Standard,990,Australia,N,SIT,WOD
0,NULL,1,L,262,Standard,521,Australia,N,SIT,PLM
0,NULL,1,R,460,Standard,120,Hong Kong (SAR of China),Y,SHS,COM
0,NULL,0,AM,79,Standard,DII,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,LT,640,Standard,990,Australia,N,SHS,HCS
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,108,Standard,8,China (excludes SARs and Taiwan),Y,SIT,PLM
1,W1,0,JU,6,Standard,420,Australia,N,BGD,PRI
0,NULL,0,FG,176,Standard,521,Australia,N,BGD,DIT
1,N1,1,R,336.17,Standard,420,Australia,N,BIA,MGT
0,NULL,1,R,435,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,ATL
0,NULL,0,FG,440,Standard,8,India,Y,BGD,DIT
1,M1,1,R,14,Electronic/Online,OTI,India,Y,BIA,INF
0,NULL,1,LT,415,Standard,514,Australia,N,BIA,MGT
0,NULL,0,FS,38,Standard,8,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,JU,200,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,348,Standard,ADE,Australia,N,SIT,WOD
0,NULL,1,R,158.6956522,Standard,BAE,Malaysia,Y,SHS,HCS
1,W1,1,R,117.5,Electronic/Online,8,Vietnam,Y,BIA,INF
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,324.315651,Standard,514,Australia,N,SHS,NUR
0,NULL,1,R,183.6134544,Standard,514,Australia,N,SHS,NUR
1,P1,1,R,200,Electronic/Online,420,China (excludes SARs and Taiwan),Y,BIA,INF
1,W1,0,JU,40,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,45,Standard,514,Australia,N,BGD,PRI
0,NULL,1,PR,400,Standard,521,Australia,N,SIT,ELT
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,L,396.4228138,Standard,990,Australian Antarctic Territory,Y,BIA,HAI
0,NULL,1,R,765,Standard,8,Australia,N,BIA,DES
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,5,Standard,DII,Somalia,Y,BGD,PRI
0,NULL,1,DL,432,Standard,420,Australia,N,HED,MUC
0,NULL,0,FS,38,Standard,BDI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,FS,15,Electronic/Online,BAE,Venezuela,Y,BIA,INF
0,NULL,0,FS,15,Electronic/Online,BAE,Venezuela,Y,BIA,INF
0,NULL,1,R,48,Standard,120,China (excludes SARs and Taiwan),Y,SIT,WOD
0,NULL,1,L,220,Standard,990,Australia,N,SIT,ELT
1,W1,0,JU,2.5,Standard,514,Australia,N,BGD,PRI
1,J1,1,FN,2.285714286,Electronic/Online,514,Australia,N,SHS,HCS
0,NULL,1,DL,32.7826132,Standard,420,Australia,N,HED,BEC
0,NULL,1,DL,150,Standard,420,Australia,N,HED,BEC
0,NULL,1,L,444,Standard,511,France,Y,SIT,ELT
0,NULL,1,L,38,Standard,420,Malaysia,Y,BIA,AFS
0,NULL,1,L,10.52173913,Standard,420,Malaysia,Y,BIA,AFS
0,NULL,0,IP,87.99678536,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,LS,535,Standard,990,Australia,N,BIA,AFS
0,NULL,1,R,302,Standard,8,China (excludes SARs and Taiwan),Y,SIT,WOD
0,NULL,1,R,179.3715026,Standard,420,Australia,N,SHS,NUR
0,NULL,1,VL,800,Standard,521,Australia,N,SCL,VCA
0,NULL,0,AM,11,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,7,Standard,514,Australia,N,SIT,REF
1,S1,1,R,444,Standard,514,Chinese Asia,Y,SHS,COM
1,Z6,1,LT,147,Standard,521,Australia,N,SHS,SAS
0,NULL,1,R,1505,Standard,514,Australia,N,BIA,HAI
0,NULL,1,R,460,Standard,BDI,Sri Lanka,Y,BIA,INF
0,NULL,1,R,650,Standard,514,Australia,N,BIA,MGT
0,NULL,1,R,260,Electronic/Online,514,Australia,N,BIA,INF
0,NULL,0,FS,17,Standard,8,Zimbabwe,Y,CND,ETS
0,NULL,1,R,520.3261404,Standard,120,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,1,L,200,Standard,OTI,Hong Kong (SAR of China),Y,SIT,WOD
1,W1,0,JU,10,Standard,521,Somalia,Y,BGD,PRI
1,W1,1,L,106,Standard,521,Australia,N,SIT,REF
0,NULL,0,AM,265,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,300,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,ATL
0,NULL,1,DL,5.75147929,Standard,120,Australia,N,HED,MUC
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,19.77103885,Standard,514,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,L,92,Standard,514,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,0,R,93.70445344,Standard,110,Australia,N,CND,ETS
0,NULL,0,AM,150,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,390,Standard,514,Australia,N,SHS,COM
0,NULL,1,PR,454,Standard,BAE,"United Kingdom, Channel Islands and Isle of Man",N,SIT,ELT
0,NULL,1,R,401.7267552,Standard,521,Australia,N,SHS,SAS
0,NULL,1,R,800,Standard,514,China (excludes SARs and Taiwan),Y,SCL,VCE
0,NULL,0,AM,9,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,0R,335,Standard,420,India,Y,BIA,AFS
0,NULL,1,VL,803,Electronic/Online,990,Australia,N,SCL,VCA
1,Z8,0,R,330,Standard,514,Australia,N,CND,ETS
1,Z8,1,R,500,Standard,8,Australia,N,SHS,HCS
0,NULL,1,L,304,Standard,990,Australia,N,SIT,ELT
0,NULL,1,R,25.40921203,Standard,BDI,South Africa,Y,BIA,AFS
1,A1,1,R,27,Standard,990,Australia,N,BIA,MGT
0,NULL,0,FS,8,Standard,8,Australia,N,SIT,ELT
0,NULL,0,AM,185,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,PR,454,Standard,200,Greece,Y,SIT,ELT
0,NULL,0,AM,29,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,R,330,Standard,8,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,R,658,Standard,BDI,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,0,IP,26.52173913,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,AAS,TLC
0,NULL,0,AM,55,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,AM,5,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,40,Standard,514,Cambodia,Y,BGD,PRI
0,NULL,0,JU,40,Standard,511,Australia,N,BGD,PRI
0,NULL,0,JU,5,Standard,511,Australia,N,BGD,PRI
0,NULL,0,JU,20,Standard,521,Australia,N,BGD,PRI
0,NULL,1,FN,50,Standard,511,Australia,N,BIA,MGT
0,NULL,0,FI,50,Standard,8,Australia,N,CND,ETS
0,NULL,1,LT,658,Standard,521,Australia,N,SHS,HCS
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FG,32,Standard,521,Nepal,Y,BGD,DIT
1,C1,1,R,80,Electronic/Online,514,Chile,Y,BIA,INF
0,NULL,0,AM,20,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,W1,0,JU,15,Standard,8,Australia,N,BGD,PRI
0,NULL,1,FI,125.1974429,Electronic/Online,990,Australia,N,SHS,HCS
0,NULL,1,DL,24.48248408,Standard,8,Brazil,Y,HED,BEC
0,NULL,0,AM,50,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,FN,590,Standard,BDI,"United Kingdom, Channel Islands and Isle of Man",N,SHS,SAS
0,NULL,0,FS,40,Standard,521,Australia,N,EDL,SIT
0,NULL,1,R,187.4441661,Standard,511,Australia,N,SHS,NUR
0,NULL,1,RO,63.18726747,Standard,514,Australia,N,SHS,SAS
0,NULL,1,RO,21,Standard,514,Australia,N,SHS,SAS
0,NULL,0,FS,8,Standard,514,India,Y,SIT,ELT
0,NULL,1,DL,270,Standard,990,Australia,N,HED,MUC
0,NULL,0,JU,7,Standard,511,Australia,N,BGD,PRI
0,NULL,1,L,60.06155533,Standard,DII,Ireland,N,BIA,HAI
0,NULL,1,L,475,Standard,DII,Ireland,N,BIA,HAI
0,NULL,0,AM,30,Standard,DII,Hong Kong (SAR of China),Y,CND,AMP
0,NULL,0,AM,210,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,30,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,121.7967585,Standard,524,Australia,N,BIA,HAI
0,NULL,1,R,815,Standard,BAE,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,R,168,Standard,521,Australia,N,SCL,VCE
0,NULL,0,JU,37.1875,Standard,514,Cambodia,Y,BGD,PRI
0,NULL,0,JU,38.98514851,Standard,514,Cambodia,Y,BGD,PRI
0,NULL,0,JU,13.41201717,Standard,514,Cambodia,Y,BGD,PRI
1,N1,0,LT,29.47368421,Standard,990,Burma (Myanmar),Y,SHS,HCS
0,NULL,1,L,400,Standard,420,Australia,N,SIT,ELT
0,NULL,1,R,168.0725051,Standard,521,Australia,N,SHS,NUR
0,NULL,0,FG,616,Standard,8,Nepal,Y,BGD,DIT
0,NULL,0,JU,78,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,82.91608607,Standard,511,Taiwan,Y,SHS,COM
0,NULL,0,AM,23,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,30.04188482,Standard,BDI,Bhutan,Y,SHS,COM
1,W1,0,JU,30,Standard,8,Australia,N,BGD,PRI
0,NULL,1,L,384,Standard,521,England,N,SIT,ELT
0,NULL,0,JU,18,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FI,54.31325301,Standard,8,Australia,N,CND,ETS
0,NULL,0,FS,7,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,391,Standard,521,Australia,N,SIT,WOD
0,NULL,0,AM,19,Standard,OTI,India,Y,CND,AMP
0,NULL,0,AM,99,Standard,BDI,Egypt,Y,CND,AMP
0,NULL,1,R,175,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,0,FG,32,Standard,8,Australia,N,BGD,DIT
0,NULL,0,FS,8,Standard,514,Hong Kong (SAR of China),Y,SIT,ELT
0,NULL,1,R,690,Standard,521,Australia,N,SHS,SAS
0,NULL,1,L,34.45945946,Standard,8,Australia,N,BIA,HAI
0,NULL,1,R,289,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,WOD
0,NULL,1,R,270,Standard,DII,Poland,Y,SHS,COM
0,NULL,1,R,494.6507585,Standard,DII,Poland,Y,SHS,COM
0,NULL,1,U,430,Standard,410,Thailand,Y,BIA,AFS
0,NULL,0,AM,29,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,175,Standard,514,Australia,N,BGD,PRI
1,E2,1,LT,25,Standard,511,Australia,N,BIA,AFS
1,E2,1,LT,150.0480839,Standard,511,Australia,N,BIA,AFS
1,E1,1,R,213,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,R,25,Electronic/Online,8,Australia,N,BIA,INF
1,Z5,0,FS,7,Standard,514,Australia,N,SIT,REF
0,NULL,1,LT,255,Standard,521,Australia,N,BIA,AFS
0,NULL,1,LT,156.2160313,Standard,521,Australia,N,BIA,AFS
0,NULL,1,R,322,Standard,OTI,Iran,Y,SIT,WOD
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,R,348.1708875,Standard,420,New Zealand,N,SHS,COM
0,NULL,1,GS,80,Standard,8,Hong Kong (SAR of China),Y,SHS,HCS
0,NULL,0,FS,15,Electronic/Online,420,Australia,N,BIA,INF
0,NULL,1,R,208,Standard,BDI,Iran,Y,SIT,WOD
0,NULL,1,R,930,Standard,990,Australia,N,BIA,MUS
0,NULL,1,R,1030,Standard,511,Iran,Y,SIT,WOD
0,NULL,1,R,52.36,Standard,514,Australia,N,BIA,INF
1,M1,1,R,102.5,Standard,514,Australia,N,BIA,MUS
0,NULL,1,L,178,Standard,514,Australia,N,SIT,ELT
0,NULL,1,L,414,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,6.992337165,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,145,Standard,521,Australia,N,SIT,ATL
0,NULL,1,R,80,Standard,120,Bangladesh,Y,BIA,INF
0,NULL,1,R,870,Standard,990,Australia,N,SHS,NUR
1,W1,0,JU,35,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FS,38,Standard,BDI,Australia,Y,SHS,COM
1,W1,0,JU,45,Standard,521,Australia,N,BGD,PRI
0,NULL,1,FN,72.04776317,Standard,511,Australia,N,BGD,AVI
0,NULL,1,L,37.81725888,Standard,521,England,N,SIT,PLM
0,NULL,1,L,349,Standard,521,England,N,SIT,PLM
0,NULL,0,FG,34.16280674,Electronic/Online,8,Germany,Y,CND,ETS
0,NULL,0,AM,282,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,W1,0,JU,15,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,18.93536122,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,2.5,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,114.9061691,Standard,514,Australia,N,SHS,NUR
1,W1,1,R,44,Standard,120,China (excludes SARs and Taiwan),Y,SIT,WOD
1,Z5,1,FN,50,Standard,420,Not entered,Y,BIA,MGT
0,NULL,0,FS,15,Electronic/Online,514,Australia,N,BIA,INF
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,28.40594059,Standard,514,Australia,N,SHS,COM
0,NULL,0,AM,134,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,RO,840,Standard,514,Australia,N,SHS,COM
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,1,VS,200,Standard,521,Sri Lanka,Y,SIT,ATL
0,NULL,0,AM,31,Standard,BDI,Australia,Y,CND,AMP
0,NULL,1,R,286.9142949,Standard,514,Australia,N,SHS,NUR
0,NULL,1,R,760,Standard,DII,Indonesia,Y,SHS,SAS
0,NULL,0,AM,50,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,20,Standard,514,Poland,Y,BGD,PRI
0,NULL,1,R,337,Standard,420,Australia,N,SHS,COM
0,NULL,1,R,275.6545177,Standard,420,Australia,N,SHS,COM
0,NULL,1,R,890,Standard,420,Australia,N,SHS,NUR
0,NULL,1,FN,50,Standard,514,Australia,N,BIA,MGT
0,NULL,0,FS,3.935185185,Standard,8,Australia,N,CND,ETS
0,NULL,1,L,440,Standard,521,Australia,N,SIT,PLM
0,NULL,1,L,30.16528926,Standard,521,Australia,N,SIT,PLM
0,NULL,0,FG,190,Electronic/Online,120,Australia,N,CND,ETS
0,NULL,0,FS,15,Electronic/Online,410,Australia,N,BIA,INF
0,NULL,1,R,910,Standard,521,Australia,N,SHS,SAS
1,M1,1,R,22,Electronic/Online,514,China (excludes SARs and Taiwan),Y,BIA,INF
0,NULL,1,R,96,Standard,120,Japan,Y,SIT,WOD
0,NULL,0,FG,73,Standard,8,Australia,N,BGD,DIT
0,NULL,0,AM,30,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,LT,30.15873016,Standard,8,Australia,N,BIA,AFS
0,NULL,1,VL,754,Standard,990,Australia,N,SCL,VCA
1,W1,0,JU,5,Standard,511,Australia,N,BGD,PRI
0,NULL,1,R,690,Standard,521,Australia,N,SHS,SAS
0,NULL,0,FS,15,Electronic/Online,8,Chinese Asia,Y,BIA,INF
1,W1,0,JU,40,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,38,Standard,420,Not entered,Y,SHS,COM
0,NULL,1,R,935,Standard,514,Australia,N,BIA,MUS
0,NULL,1,L,444,Standard,420,Australia,N,SIT,ELT
